company_name,high,low,last_price,prev_close,change,percent_gain
ONGC,139.70,133.50,139.20,132.80,6.4,4.82
Tata Steel,112.90,108.80,112.65,109.10,3.55,3.25
Tata Steel,112.90,108.80,112.65,109.10,3.55,3.25
NTPC,159.00,152.60,158.50,153.65,4.85,3.16
UPL,790.00,768.00,788.90,767.50,21.4,2.79
Power Grid Corp,228.60,222.00,228.05,222.85,5.2,2.33
SBI Life Insura,"1,289.85","1,252.50","1,286.55","1,261.50",25.05,1.99
ICICI Bank,877.25,858.50,874.40,859.70,14.7,1.71
BPCL,334.45,327.80,333.90,328.35,5.55,1.69
Reliance,"2,641.35","2,582.20","2,633.00","2,591.10",41.9,1.62
Grasim,"1,653.00","1,590.00","1,622.60","1,600.05",22.55,1.41
Coal India,222.25,217.75,221.65,218.60,3.05,1.4
SBI,531.80,525.15,530.70,524.75,5.95,1.13
Eicher Motors,"3,221.40","3,131.00","3,210.15","3,176.45",33.7,1.06
ITC,309.40,304.50,308.55,306.25,2.3,0.75
JSW Steel,685.00,673.00,678.20,673.60,4.6,0.68
Asian Paints,"3,434.80","3,383.00","3,427.85","3,405.20",22.65,0.67
Hindalco,442.70,433.00,436.25,433.50,2.75,0.63
HDFC Life,548.35,540.15,544.95,541.55,3.4,0.63
Britannia,"3,667.30","3,607.65","3,659.75","3,640.30",19.45,0.53
Axis Bank,762.00,753.40,760.55,758.85,1.7,0.22
Tata Motors,481.45,470.00,477.55,476.65,0.9,0.19
Tata Motors,481.45,470.00,477.55,476.65,0.9,0.19
Bajaj Finserv,"15,888.40","15,680.00","15,765.45","15,736.95",28.5,0.18
IndusInd Bank,"1,088.05","1,075.55","1,080.45","1,079.20",1.25,0.12
Bajaj Auto,"4,060.00","4,013.75","4,038.00","4,033.50",4.5,0.11
Dr Reddys Labs,"4,289.60","4,221.00","4,260.80","4,258.30",2.5,0.06
HDFC,"2,469.95","2,438.60","2,456.40","2,454.85",1.55,0.06
