company_name,high,low,last_price,prev_close,change,percent_gain
Bajaj Auto,"3,659.15","3,592.00","3,654.35","3,583.90",70.45,1.97
Adani Ports,746.90,730.05,743.25,733.45,9.8,1.34
JSW Steel,726.50,710.25,721.35,715.10,6.25,0.87
Dr Reddys Labs,"4,375.00","4,290.00","4,361.45","4,328.50",32.95,0.76
SBI,493.30,486.60,490.70,487.10,3.6,0.74
Asian Paints,"3,064.55","2,991.00","3,046.95","3,025.35",21.6,0.71
Reliance,"2,616.00","2,577.00","2,595.85","2,578.65",17.2,0.67
Kotak Mahindra,"1,731.80","1,712.00","1,722.25","1,714.15",8.1,0.47
Bharti Airtel,714.45,705.85,709.35,706.35,3,0.42
SBI Life Insura,"1,101.30","1,085.60","1,092.60","1,088.95",3.65,0.34
IndusInd Bank,933.30,916.05,926.25,924.80,1.45,0.16
Hindalco,630.95,616.65,622.70,621.95,0.75,0.12
