company_name,high,low,last_price,prev_close,change,percent_gain
Grasim,"1,687.45","1,629.95","1,675.25","1,624.85",50.4,3.1
NTPC,164.70,158.90,163.40,158.90,4.5,2.83
JSW Steel,670.55,654.00,667.00,648.70,18.3,2.82
Titan Company,"2,556.00","2,481.55","2,532.90","2,466.45",66.45,2.69
Adani Ports,845.00,817.65,837.70,816.00,21.7,2.66
Coal India,232.00,226.50,229.95,224.90,5.05,2.25
Power Grid Corp,231.20,226.60,230.45,226.30,4.15,1.83
Kotak Mahindra,"1,927.00","1,868.90","1,902.05","1,868.75",33.3,1.78
Shree Cements,"22,200.70","21,580.00","22,097.90","21,712.60",385.3,1.77
Hindalco,445.45,436.00,440.05,432.75,7.3,1.69
Divis Labs,"3,601.70","3,540.00","3,587.50","3,535.85",51.65,1.46
Larsen,"1,912.00","1,887.20","1,905.40","1,877.90",27.5,1.46
Tech Mahindra,"1,097.55","1,081.00","1,085.55","1,070.60",14.95,1.4
SBI Life Insura,"1,327.50","1,306.00","1,313.70","1,297.00",16.7,1.29
Tata Motors,470.45,463.95,465.05,459.20,5.85,1.27
Tata Motors,470.45,463.95,465.05,459.20,5.85,1.27
M&M,"1,299.00","1,268.80","1,274.65","1,259.65",15,1.19
Apollo Hospital,"4,235.75","4,156.20","4,215.25","4,168.80",46.45,1.11
Tata Steel,109.20,107.10,107.35,106.25,1.1,1.04
Tata Steel,109.20,107.10,107.35,106.25,1.1,1.04
Hero Motocorp,"2,840.90","2,817.05","2,826.75","2,799.80",26.95,0.96
SBI,529.50,522.20,523.80,520.40,3.4,0.65
UltraTechCement,"6,570.00","6,471.00","6,517.15","6,475.05",42.1,0.65
Wipro,422.50,416.30,417.25,415.20,2.05,0.49
Sun Pharma,890.50,878.10,880.15,877.30,2.85,0.32
Bajaj Finserv,"16,506.55","16,256.35","16,286.00","16,246.30",39.7,0.24
Infosys,"1,544.95","1,517.45","1,521.55","1,518.15",3.4,0.22
Bajaj Finance,"7,141.50","7,025.70","7,062.10","7,047.15",14.95,0.21
Axis Bank,755.00,741.30,744.90,743.35,1.55,0.21
HCL Tech,956.00,943.75,945.65,943.80,1.85,0.2
ITC,315.40,312.00,312.90,312.35,0.55,0.18
TCS,"3,257.00","3,216.80","3,222.20","3,218.20",4,0.12
Britannia,"3,668.00","3,627.10","3,650.15","3,646.60",3.55,0.1
ONGC,138.25,136.10,136.65,136.55,0.1,0.07
HDFC Bank,"1,481.80","1,461.20","1,465.10","1,464.85",0.25,0.02
Nestle,"19,666.05","19,428.00","19,528.10","19,526.65",1.45,0.01
TATA Cons. Prod,810.80,798.80,801.95,801.85,0.1,0.01
