company_name,high,low,last_price,prev_close,change,percent_gain
UltraTechCement,"6,495.00","6,099.05","6,458.70","6,130.70",328,5.35
Grasim,"1,530.00","1,457.10","1,521.35","1,464.60",56.75,3.87
UPL,730.65,709.00,725.00,705.00,20,2.84
HDFC,"2,302.05","2,250.60","2,295.95","2,242.40",53.55,2.39
HDFC Bank,"1,397.00","1,362.40","1,392.50","1,360.75",31.75,2.33
Eicher Motors,"3,179.00","3,077.60","3,147.60","3,081.20",66.4,2.16
Axis Bank,735.00,715.10,730.75,715.55,15.2,2.12
ICICI Bank,803.90,789.10,800.05,786.00,14.05,1.79
Shree Cements,"20,887.20","20,351.00","20,780.00","20,442.95",337.05,1.65
Titan Company,"2,329.95","2,283.10","2,325.00","2,288.60",36.4,1.59
Kotak Mahindra,"1,842.00","1,789.70","1,827.10","1,800.55",26.55,1.47
Hindalco,382.00,376.75,381.25,375.95,5.3,1.41
HUL,"2,643.20","2,611.05","2,640.60","2,607.45",33.15,1.27
HDFC Life,536.95,528.55,535.00,529.10,5.9,1.12
Hero Motocorp,"2,883.40","2,840.30","2,871.60","2,847.80",23.8,0.84
Nestle,"19,084.00","18,835.55","18,988.95","18,839.95",149,0.79
Reliance,"2,516.30","2,495.00","2,503.10","2,486.30",16.8,0.68
Sun Pharma,876.15,866.50,874.50,869.65,4.85,0.56
M&M,"1,185.90","1,170.30","1,181.10","1,175.15",5.95,0.51
Britannia,"3,929.00","3,843.65","3,871.45","3,855.50",15.95,0.41
Maruti Suzuki,"8,889.00","8,791.00","8,830.95","8,797.00",33.95,0.39
Cipla,976.50,967.50,972.10,968.50,3.6,0.37
ITC,302.50,298.10,300.55,299.55,1,0.33
SBI,520.20,511.20,513.70,512.05,1.65,0.32
Bajaj Finserv,"12,865.00","12,657.70","12,754.25","12,716.45",37.8,0.3
Tata Steel,944.00,932.00,936.05,934.30,1.75,0.19
Larsen,"1,779.55","1,752.55","1,767.75","1,765.15",2.6,0.15
Bharti Airtel,681.90,675.20,678.85,678.35,0.5,0.07
Divis Labs,"3,817.20","3,760.00","3,796.75","3,794.50",2.25,0.06
Dr Reddys Labs,"4,406.80","4,353.00","4,373.50","4,371.10",2.4,0.05
Asian Paints,"3,092.75","3,048.00","3,067.40","3,066.10",1.3,0.04
Tata Motors,459.95,452.30,454.90,454.85,0.05,0.01
Tata Motors,459.95,452.30,454.90,454.85,0.05,0.01
