company_name,high,low,last_price,prev_close,change,percent_gain
UltraTechCement,"6,799.00","6,588.05","6,775.20","6,588.05",187.15,2.84
Shree Cements,"21,277.00","20,700.10","21,237.40","20,687.90",549.5,2.66
ICICI Bank,840.90,823.10,838.20,820.25,17.95,2.19
UPL,750.00,731.00,743.45,731.75,11.7,1.6
Bharti Airtel,710.00,696.35,703.65,694.30,9.35,1.35
Power Grid Corp,224.75,218.85,223.65,220.80,2.85,1.29
Grasim,"1,615.90","1,582.10","1,598.30","1,579.35",18.95,1.2
Infosys,"1,625.70","1,602.30","1,616.65","1,599.90",16.75,1.05
Wipro,442.00,436.15,440.00,435.50,4.5,1.03
Axis Bank,731.20,721.20,728.50,721.60,6.9,0.96
HDFC Life,545.55,536.55,539.25,534.90,4.35,0.81
BPCL,337.25,332.20,336.40,333.95,2.45,0.73
HUL,"2,657.65","2,627.55","2,645.40","2,627.95",17.45,0.66
Coal India,210.25,205.75,208.45,207.15,1.3,0.63
Divis Labs,"3,949.70","3,900.00","3,912.20","3,888.15",24.05,0.62
NTPC,157.15,153.00,155.60,154.70,0.9,0.58
ITC,311.80,309.10,310.85,309.50,1.35,0.44
JSW Steel,674.00,665.00,667.15,664.35,2.8,0.42
Larsen,"1,807.00","1,775.30","1,787.45","1,780.10",7.35,0.41
Asian Paints,"3,491.95","3,451.55","3,473.90","3,460.50",13.4,0.39
Titan Company,"2,472.40","2,417.35","2,432.80","2,423.65",9.15,0.38
Adani Ports,818.70,805.50,810.25,807.25,3,0.37
Nestle,"20,020.00","19,729.05","19,921.50","19,850.00",71.5,0.36
TCS,"3,377.00","3,355.00","3,365.05","3,354.95",10.1,0.3
Dr Reddys Labs,"4,193.80","4,143.85","4,156.85","4,147.95",8.9,0.21
Tech Mahindra,"1,067.95","1,050.45","1,058.20","1,056.05",2.15,0.2
ONGC,138.50,133.60,136.50,136.25,0.25,0.18
Bajaj Auto,"4,038.25","3,993.05","4,013.10","4,011.70",1.4,0.03
