company_name,high,low,last_price,prev_close,change,percent_gain
TATA Cons. Prod,842.00,806.00,838.40,809.65,28.75,3.55
Bajaj Finserv,"17,686.95","16,804.50","17,406.40","16,962.15",444.25,2.62
Asian Paints,"3,474.40","3,315.00","3,446.55","3,391.60",54.95,1.62
Eicher Motors,"3,434.90","3,241.00","3,411.60","3,358.75",52.85,1.57
Hero Motocorp,"2,882.20","2,792.90","2,876.65","2,837.70",38.95,1.37
Bharti Airtel,746.00,726.50,735.05,726.60,8.45,1.16
BPCL,333.00,324.20,331.35,328.65,2.7,0.82
Titan Company,"2,647.15","2,565.65","2,622.00","2,604.65",17.35,0.67
SBI,540.90,522.25,533.30,531.25,2.05,0.39
Grasim,"1,706.45","1,660.40","1,685.00","1,678.65",6.35,0.38
IndusInd Bank,"1,121.00","1,095.00","1,111.40","1,107.45",3.95,0.36
M&M,"1,325.70","1,280.00","1,312.05","1,308.70",3.35,0.26
HDFC Life,581.00,569.05,575.60,575.20,0.4,0.07
