company_name,high,low,last_price,prev_close,change,percent_gain
Bajaj Finserv,"13,548.85","12,790.00","13,313.00","12,619.55",693.45,5.5
JSW Steel,599.65,581.60,597.75,585.50,12.25,2.09
Grasim,"1,517.45","1,485.10","1,514.85","1,498.50",16.35,1.09
Bharti Airtel,685.35,670.25,684.10,678.40,5.7,0.84
Coal India,203.30,199.55,202.30,200.90,1.4,0.7
Bajaj Finance,"6,383.70","6,212.50","6,264.45","6,227.00",37.45,0.6
Power Grid Corp,211.00,207.10,209.10,207.90,1.2,0.58
ITC,303.75,300.45,302.45,301.10,1.35,0.45
BPCL,319.15,314.15,318.45,317.15,1.3,0.41
UltraTechCement,"6,462.05","6,307.20","6,399.65","6,382.90",16.75,0.26
Asian Paints,"3,149.80","3,053.00","3,108.50","3,104.95",3.55,0.11
Reliance,"2,443.90","2,411.35","2,421.50","2,420.40",1.1,0.05
M&M,"1,146.00","1,125.15","1,136.00","1,135.85",0.15,0.01
