company_name,high,low,last_price,prev_close,change,percent_gain
NTPC,133.30,126.75,132.90,126.00,6.9,5.48
ONGC,148.60,143.10,147.80,143.05,4.75,3.32
Power Grid Corp,213.00,205.50,210.60,205.00,5.6,2.73
SBI,484.70,471.05,483.50,470.80,12.7,2.7
Titan Company,"2,594.95","2,524.40","2,583.00","2,523.85",59.15,2.34
Reliance,"2,461.00","2,404.00","2,458.10","2,403.85",54.25,2.26
Axis Bank,711.05,700.05,709.15,696.35,12.8,1.84
Grasim,"1,696.50","1,658.00","1,692.00","1,661.60",30.4,1.83
TCS,"3,889.15","3,811.70","3,884.75","3,817.75",67,1.75
Bajaj Finance,"7,375.00","7,235.50","7,343.00","7,219.60",123.4,1.71
HUL,"2,408.10","2,355.35","2,401.25","2,361.30",39.95,1.69
Kotak Mahindra,"1,857.00","1,815.30","1,852.60","1,824.45",28.15,1.54
HDFC,"2,678.70","2,620.35","2,675.30","2,636.40",38.9,1.48
Maruti Suzuki,"7,649.00","7,520.00","7,630.10","7,523.90",106.2,1.41
Asian Paints,"3,472.45","3,415.05","3,459.30","3,422.40",36.9,1.08
ICICI Bank,778.00,763.60,772.85,764.70,8.15,1.07
Nestle,"19,947.80","19,628.05","19,889.05","19,677.95",211.1,1.07
IOC,114.90,113.25,114.05,112.95,1.1,0.97
SBI Life Insura,"1,227.00","1,205.50","1,220.60","1,209.40",11.2,0.93
Bajaj Finserv,"17,190.00","16,852.10","17,135.45","16,981.30",154.15,0.91
Bharti Airtel,703.25,690.40,697.45,691.30,6.15,0.89
Larsen,"1,943.00","1,914.55","1,937.55","1,922.85",14.7,0.76
HDFC Bank,"1,532.90","1,507.80","1,528.55","1,519.65",8.9,0.59
Britannia,"3,643.85","3,610.00","3,638.45","3,617.55",20.9,0.58
Tata Steel,"1,159.70","1,136.50","1,148.80","1,142.45",6.35,0.56
HCL Tech,"1,336.70","1,307.25","1,333.45","1,326.15",7.3,0.55
ITC,221.70,219.05,220.25,219.10,1.15,0.52
JSW Steel,673.90,663.40,670.40,667.05,3.35,0.5
HDFC Life,655.00,649.05,653.15,650.50,2.65,0.41
Wipro,723.10,711.55,721.50,718.70,2.8,0.39
Bajaj Auto,"3,316.00","3,270.65","3,289.15","3,277.10",12.05,0.37
Adani Ports,747.00,732.65,739.25,736.60,2.65,0.36
Hero Motocorp,"2,496.60","2,468.40","2,484.90","2,476.60",8.3,0.34
Tech Mahindra,"1,803.80","1,767.00","1,789.80","1,784.80",5,0.28
M&M,842.00,825.65,831.85,829.80,2.05,0.25
Infosys,"1,906.65","1,878.00","1,899.15","1,898.45",0.7,0.04
