company_name,high,low,last_price,prev_close,change,percent_gain
Hindalco,444.40,416.60,440.10,421.40,18.7,4.44
UPL,767.40,752.00,765.30,749.15,16.15,2.16
Coal India,220.45,215.45,219.85,215.40,4.45,2.07
Apollo Hospital,"4,625.95","4,397.10","4,517.15","4,427.35",89.8,2.03
Tata Steel,109.90,106.50,109.20,107.20,2,1.87
Tata Steel,109.90,106.50,109.20,107.20,2,1.87
Tata Motors,477.20,463.35,475.55,468.25,7.3,1.56
Tata Motors,477.20,463.35,475.55,468.25,7.3,1.56
Bharti Airtel,718.00,706.00,715.25,704.35,10.9,1.55
ICICI Bank,853.00,842.15,848.75,836.95,11.8,1.41
Larsen,"1,867.00","1,822.25","1,855.15","1,829.65",25.5,1.39
Hero Motocorp,"2,785.00","2,732.90","2,775.45","2,738.05",37.4,1.37
IndusInd Bank,"1,067.50","1,043.05","1,063.10","1,050.20",12.9,1.23
Eicher Motors,"3,169.35","3,117.35","3,154.55","3,116.75",37.8,1.21
Sun Pharma,927.00,913.20,919.70,910.40,9.3,1.02
Cipla,"1,046.30","1,029.05","1,038.35","1,029.55",8.8,0.85
BPCL,330.25,326.00,328.30,325.65,2.65,0.81
Grasim,"1,616.20","1,586.50","1,610.90","1,598.65",12.25,0.77
HDFC Life,543.95,537.00,540.90,536.75,4.15,0.77
Bajaj Finserv,"15,674.00","15,426.00","15,643.20","15,530.65",112.55,0.72
Power Grid Corp,224.90,220.55,223.50,221.90,1.6,0.72
Reliance,"2,589.90","2,557.05","2,582.50","2,567.15",15.35,0.6
Nestle,"20,150.00","19,505.00","19,769.50","19,652.95",116.55,0.59
Dr Reddys Labs,"4,264.00","4,214.55","4,243.30","4,223.35",19.95,0.47
Britannia,"3,674.80","3,624.05","3,647.75","3,631.40",16.35,0.45
Bajaj Auto,"4,066.00","4,014.00","4,034.85","4,022.65",12.2,0.3
HDFC Bank,"1,471.50","1,449.05","1,466.30","1,462.05",4.25,0.29
Divis Labs,"3,973.90","3,911.05","3,948.80","3,937.60",11.2,0.28
SBI Life Insura,"1,294.30","1,269.05","1,273.20","1,269.90",3.3,0.26
TATA Cons. Prod,793.70,786.35,790.55,788.70,1.85,0.23
HDFC,"2,406.85","2,370.85","2,398.30","2,393.70",4.6,0.19
JSW Steel,674.80,660.00,670.10,669.20,0.9,0.13
