company_name,high,low,last_price,prev_close,change,percent_gain
Maruti Suzuki,"9,325.00","9,030.00","9,209.75","8,967.20",242.55,2.7
Eicher Motors,"3,672.00","3,553.35","3,622.25","3,541.80",80.45,2.27
Adani Ports,972.70,950.40,968.55,947.85,20.7,2.18
Power Grid Corp,238.25,232.35,237.60,232.55,5.05,2.17
NTPC,176.15,172.65,175.10,172.35,2.75,1.6
Grasim,"1,816.25","1,776.90","1,808.30","1,782.80",25.5,1.43
Coal India,234.95,232.25,234.25,231.95,2.3,0.99
HDFC,"2,479.90","2,437.00","2,459.40","2,453.35",6.05,0.25
Bharti Airtel,790.65,782.00,785.10,783.35,1.75,0.22
Larsen,"1,984.70","1,954.80","1,957.50","1,953.90",3.6,0.18
SBI,578.50,567.90,572.15,571.75,0.4,0.07
