company_name,high,low,last_price,prev_close,change,percent_gain
Bharti Airtel,737.00,710.10,733.05,709.35,23.7,3.34
Coal India,193.70,185.50,191.25,186.10,5.15,2.77
Axis Bank,737.90,715.05,736.00,721.25,14.75,2.05
Eicher Motors,"2,386.65","2,315.20","2,380.00","2,336.85",43.15,1.85
ICICI Bank,713.40,695.65,710.35,699.25,11.1,1.59
ITC,258.00,252.55,257.05,253.35,3.7,1.46
SBI,498.60,481.95,497.50,490.70,6.8,1.39
Power Grid Corp,212.75,207.50,212.30,209.65,2.65,1.26
Grasim,"1,616.95","1,575.20","1,610.95","1,591.05",19.9,1.25
JSW Steel,731.45,718.15,730.10,721.35,8.75,1.21
Hindalco,634.80,617.00,630.20,622.70,7.5,1.2
Bajaj Finserv,"16,560.00","16,101.05","16,518.95","16,333.30",185.65,1.14
HUL,"1,980.80","1,931.30","1,975.10","1,953.00",22.1,1.13
TATA Cons. Prod,746.20,728.15,741.25,733.35,7.9,1.08
Reliance,"2,629.75","2,586.50","2,621.95","2,595.85",26.1,1.01
IOC,120.70,117.70,119.95,118.80,1.15,0.97
IndusInd Bank,942.90,920.25,935.15,926.25,8.9,0.96
Bajaj Auto,"3,737.00","3,645.05","3,687.75","3,654.35",33.4,0.91
Maruti Suzuki,"7,539.00","7,413.00","7,477.35","7,415.45",61.9,0.83
UltraTechCement,"6,394.95","6,245.05","6,359.95","6,312.70",47.25,0.75
M&M,772.70,751.30,769.25,764.75,4.5,0.59
Titan Company,"2,545.55","2,483.00","2,535.90","2,523.90",12,0.48
Bajaj Finance,"7,035.00","6,870.00","7,001.40","6,973.50",27.9,0.4
Sun Pharma,910.90,899.30,905.90,902.35,3.55,0.39
Cipla,"1,044.25","1,008.90","1,017.10","1,013.50",3.6,0.36
ONGC,177.90,174.65,176.35,175.80,0.55,0.31
Kotak Mahindra,"1,728.00","1,692.05","1,725.20","1,722.25",2.95,0.17
Tata Motors,434.95,426.50,432.70,432.10,0.6,0.14
HDFC Bank,"1,438.00","1,401.60","1,432.80","1,430.90",1.9,0.13
NTPC,135.50,133.80,134.80,134.75,0.05,0.04
Britannia,"3,118.95","3,060.05","3,094.80","3,094.50",0.3,0.01
TCS,"3,713.00","3,661.20","3,707.70","3,707.45",0.25,0.01
