company_name,high,low,last_price,prev_close,change,percent_gain
Titan Company,"2,745.00","2,675.00","2,730.50","2,592.85",137.65,5.31
Power Grid Corp,209.75,204.00,209.40,206.30,3.1,1.5
ONGC,134.25,131.20,134.05,132.65,1.4,1.06
IndusInd Bank,"1,217.85","1,182.50","1,213.40","1,200.90",12.5,1.04
Grasim,"1,702.90","1,655.00","1,697.90","1,683.10",14.8,0.88
Maruti Suzuki,"8,845.60","8,711.00","8,779.10","8,703.00",76.1,0.87
NTPC,164.85,161.35,164.30,162.90,1.4,0.86
UPL,699.90,683.95,690.45,686.00,4.45,0.65
Larsen,"1,928.95","1,903.05","1,924.55","1,912.95",11.6,0.61
Bharti Airtel,796.80,784.70,793.10,788.60,4.5,0.57
Britannia,"3,795.00","3,732.25","3,785.65","3,767.55",18.1,0.48
HDFC,"2,333.50","2,301.00","2,326.90","2,316.10",10.8,0.47
Asian Paints,"3,359.60","3,287.25","3,343.70","3,328.95",14.75,0.44
Reliance,"2,443.90","2,414.65","2,432.35","2,422.10",10.25,0.42
Kotak Mahindra,"1,830.00","1,802.20","1,825.40","1,818.90",6.5,0.36
Bajaj Auto,"3,668.90","3,580.00","3,603.55","3,594.65",8.9,0.25
Sun Pharma,961.55,946.20,955.15,953.90,1.25,0.13
Nestle,"19,380.00","19,167.60","19,321.00","19,300.15",20.85,0.11
Apollo Hospital,"4,433.00","4,353.55","4,394.10","4,390.50",3.6,0.08
Axis Bank,757.50,742.30,755.70,755.10,0.6,0.08
Divis Labs,"3,749.90","3,694.05","3,735.75","3,733.00",2.75,0.07
