company_name,high,low,last_price,prev_close,change,percent_gain
Grasim,"1,331.80","1,286.05","1,326.50","1,309.10",17.4,1.33
Apollo Hospital,"3,715.00","3,595.50","3,700.50","3,670.05",30.45,0.83
Asian Paints,"2,736.00","2,652.00","2,708.75","2,686.80",21.95,0.82
Dr Reddys Labs,"4,364.00","4,281.80","4,351.55","4,322.90",28.65,0.66
Divis Labs,"3,542.80","3,461.70","3,528.05","3,507.20",20.85,0.59
UltraTechCement,"5,535.70","5,409.00","5,511.05","5,481.90",29.15,0.53
Britannia,"3,372.25","3,301.10","3,360.85","3,347.25",13.6,0.41
TATA Cons. Prod,771.40,747.05,756.60,754.40,2.2,0.29
Hero Motocorp,"2,614.40","2,575.45","2,601.95","2,598.10",3.85,0.15
Titan Company,"2,166.00","2,108.00","2,142.25","2,139.70",2.55,0.12
HUL,"2,208.85","2,162.80","2,199.90","2,197.70",2.2,0.1
Maruti Suzuki,"7,988.20","7,826.00","7,935.10","7,929.85",5.25,0.07
Bajaj Auto,"3,971.00","3,850.00","3,881.00","3,878.65",2.35,0.06
NTPC,156.60,154.00,155.25,155.15,0.1,0.06
JSW Steel,574.00,561.35,572.50,572.20,0.3,0.05
Nestle,"16,872.50","16,536.80","16,774.90","16,768.15",6.75,0.04
