company_name,high,low,last_price,prev_close,change,percent_gain
Axis Bank,795.00,769.20,792.10,773.70,18.4,2.38
Divis Labs,"4,470.00","4,386.90","4,448.45","4,386.90",61.55,1.4
HUL,"2,175.00","2,135.10","2,164.80","2,142.05",22.75,1.06
Dr Reddys Labs,"4,357.05","4,276.75","4,317.40","4,276.75",40.65,0.95
ICICI Bank,757.80,737.10,748.55,741.60,6.95,0.94
M&M,840.30,822.30,834.30,827.85,6.45,0.78
Cipla,"1,062.65","1,032.30","1,036.70","1,029.00",7.7,0.75
Tech Mahindra,"1,474.65","1,450.70","1,468.55","1,459.35",9.2,0.63
HDFC Life,560.55,552.85,559.00,555.85,3.15,0.57
IndusInd Bank,986.90,960.00,972.60,968.30,4.3,0.44
Britannia,"3,322.00","3,265.65","3,294.10","3,282.50",11.6,0.35
NTPC,158.00,152.20,153.50,153.00,0.5,0.33
Sun Pharma,948.00,926.85,930.95,928.10,2.85,0.31
Eicher Motors,"2,577.90","2,512.00","2,538.40","2,530.70",7.7,0.3
HCL Tech,"1,180.75","1,163.00","1,173.30","1,170.50",2.8,0.24
SBI,519.90,510.05,514.95,513.95,1,0.19
Hero Motocorp,"2,368.20","2,336.85","2,350.60","2,346.90",3.7,0.16
SBI Life Insura,"1,115.75","1,100.00","1,108.85","1,107.10",1.75,0.16
Shree Cements,"25,066.45","24,567.00","24,742.50","24,733.00",9.5,0.04
Asian Paints,"3,208.95","3,145.50","3,155.00","3,154.00",1,0.03
Bajaj Auto,"3,819.60","3,771.05","3,802.25","3,801.80",0.45,0.01
UltraTechCement,"6,796.50","6,696.00","6,736.65","6,736.15",0.5,0.01
