company_name,high,low,last_price,prev_close,change,percent_gain
Bajaj Finance,"5,475.00","5,220.00","5,419.55","5,283.90",135.65,2.57
Bajaj Finserv,"11,864.40","11,350.00","11,754.85","11,471.90",282.95,2.47
JSW Steel,561.70,539.70,554.60,545.85,8.75,1.6
Coal India,184.85,179.40,182.65,179.90,2.75,1.53
ICICI Bank,692.65,669.95,686.85,678.50,8.35,1.23
Reliance,"2,624.85","2,556.10","2,590.00","2,560.00",30,1.17
Apollo Hospital,"3,724.00","3,556.10","3,701.25","3,663.65",37.6,1.03
ITC,264.15,258.55,263.30,260.70,2.6,1
HDFC Bank,"1,299.00","1,271.60","1,289.75","1,281.30",8.45,0.66
Tata Steel,927.40,895.50,906.70,901.70,5,0.55
Grasim,"1,306.75","1,276.60","1,290.05","1,285.05",5,0.39
Axis Bank,640.80,626.60,635.20,634.90,0.3,0.05
