company_name,high,low,last_price,prev_close,change,percent_gain
UPL,787.00,759.45,782.75,764.50,18.25,2.39
IndusInd Bank,924.00,885.05,921.70,903.95,17.75,1.96
Bajaj Auto,"3,429.00","3,333.00","3,418.20","3,358.55",59.65,1.78
Bharti Airtel,720.50,700.00,710.40,700.00,10.4,1.49
Eicher Motors,"2,828.45","2,720.00","2,817.15","2,778.60",38.55,1.39
Maruti Suzuki,"7,899.45","7,683.95","7,882.10","7,775.35",106.75,1.37
Bajaj Finance,"7,779.35","7,521.00","7,748.25","7,670.80",77.45,1.01
Hindalco,485.70,473.50,479.10,475.35,3.75,0.79
Titan Company,"2,601.35","2,538.45","2,595.90","2,576.15",19.75,0.77
Coal India,155.25,153.05,154.65,153.70,0.95,0.62
Axis Bank,733.50,719.00,730.30,726.90,3.4,0.47
Britannia,"3,686.95","3,625.80","3,675.10","3,659.70",15.4,0.42
ONGC,151.40,148.35,150.80,150.35,0.45,0.3
BPCL,396.65,390.60,395.80,394.70,1.1,0.28
M&M,842.25,827.50,839.85,839.50,0.35,0.04
