company_name,high,low,last_price,prev_close,change,percent_gain
Eicher Motors,"2,441.70","2,334.95","2,415.55","2,344.30",71.25,3.04
HUL,"2,197.90","2,119.00","2,180.40","2,116.65",63.75,3.01
Asian Paints,"3,138.75","3,036.00","3,086.35","3,005.25",81.1,2.7
IndusInd Bank,920.00,888.00,910.75,889.70,21.05,2.37
UltraTechCement,"6,423.45","6,200.55","6,366.45","6,224.60",141.85,2.28
Maruti Suzuki,"7,575.00","7,350.15","7,515.90","7,360.30",155.6,2.11
Kotak Mahindra,"1,808.80","1,767.50","1,797.15","1,767.50",29.65,1.68
HDFC Bank,"1,353.00","1,315.05","1,341.05","1,319.85",21.2,1.61
UPL,800.65,778.55,789.80,777.60,12.2,1.57
SBI Life Insura,"1,096.80","1,062.00","1,081.05","1,064.45",16.6,1.56
Divis Labs,"4,312.55","4,210.00","4,296.35","4,231.10",65.25,1.54
HDFC,"2,221.80","2,160.25","2,201.30","2,168.30",33,1.52
Bharti Airtel,728.50,710.15,719.65,711.50,8.15,1.15
Shree Cements,"24,516.90","23,899.15","24,300.60","24,058.30",242.3,1.01
Bajaj Auto,"3,646.70","3,540.00","3,593.05","3,568.75",24.3,0.68
Dr Reddys Labs,"3,934.00","3,890.00","3,914.00","3,905.80",8.2,0.21
ICICI Bank,720.00,705.00,711.30,710.35,0.95,0.13
Nestle,"16,680.00","16,401.00","16,520.60","16,504.35",16.25,0.1
BPCL,358.00,351.40,353.45,353.40,0.05,0.01
