company_name,high,low,last_price,prev_close,change,percent_gain
Dr Reddys Labs,"4,335.00","4,170.10","4,322.90","4,199.15",123.75,2.95
BPCL,334.55,319.50,332.85,323.90,8.95,2.76
Reliance,"2,803.00","2,710.00","2,798.75","2,724.05",74.7,2.74
Eicher Motors,"2,724.45","2,621.00","2,716.00","2,649.15",66.85,2.52
SBI Life Insura,"1,167.25","1,130.55","1,163.70","1,136.05",27.65,2.43
Bajaj Auto,"3,895.00","3,779.40","3,878.65","3,794.15",84.5,2.23
Bharti Airtel,679.40,655.10,676.35,663.30,13.05,1.97
UPL,751.00,726.70,747.30,735.15,12.15,1.65
Sun Pharma,862.10,835.45,858.85,847.25,11.6,1.37
ONGC,167.35,164.50,165.55,163.40,2.15,1.32
Tech Mahindra,"1,141.95","1,111.65","1,138.60","1,124.20",14.4,1.28
ITC,271.70,265.75,270.85,267.90,2.95,1.1
Kotak Mahindra,"1,872.85","1,827.70","1,865.20","1,845.50",19.7,1.07
Infosys,"1,516.95","1,481.50","1,515.00","1,500.00",15,1
Wipro,476.15,464.25,475.05,470.40,4.65,0.99
Adani Ports,737.00,723.10,735.50,728.60,6.9,0.95
Apollo Hospital,"3,680.65","3,561.00","3,670.05","3,636.20",33.85,0.93
Cipla,974.30,955.00,971.95,962.95,9,0.93
HDFC Life,606.90,592.00,604.90,599.95,4.95,0.83
HDFC Bank,"1,382.05","1,357.15","1,377.70","1,367.40",10.3,0.75
IndusInd Bank,923.50,906.35,920.30,913.70,6.6,0.72
Larsen,"1,600.00","1,556.20","1,595.10","1,584.55",10.55,0.67
TCS,"3,437.00","3,353.10","3,427.10","3,404.15",22.95,0.67
Coal India,200.40,196.50,198.75,197.65,1.1,0.56
Titan Company,"2,154.00","2,103.00","2,139.70","2,128.85",10.85,0.51
Hero Motocorp,"2,603.55","2,560.00","2,598.10","2,585.95",12.15,0.47
Maruti Suzuki,"8,010.00","7,830.10","7,929.85","7,892.45",37.4,0.47
ICICI Bank,734.10,722.15,732.75,729.50,3.25,0.45
Axis Bank,662.75,650.00,661.30,658.60,2.7,0.41
Divis Labs,"3,517.00","3,452.00","3,507.20","3,495.30",11.9,0.34
HDFC,"2,273.75","2,238.00","2,265.45","2,258.65",6.8,0.3
Nestle,"16,824.95","16,485.05","16,768.15","16,723.75",44.4,0.27
Power Grid Corp,225.70,221.00,224.85,224.55,0.3,0.13
Bajaj Finserv,"12,517.95","12,255.00","12,471.00","12,465.00",6,0.05
HUL,"2,208.35","2,170.75","2,197.70","2,197.05",0.65,0.03
M&M,"1,049.30","1,032.00","1,045.10","1,045.00",0.1,0.01
