company_name,high,low,last_price,prev_close,change,percent_gain
Axis Bank,778.70,745.00,776.85,755.70,21.15,2.8
TCS,"3,127.00","3,005.00","3,118.55","3,064.90",53.65,1.75
HDFC Life,534.50,520.00,533.20,526.85,6.35,1.21
Maruti Suzuki,"8,876.45","8,658.00","8,862.40","8,779.10",83.3,0.95
Eicher Motors,"3,542.00","3,451.30","3,531.60","3,498.55",33.05,0.94
Infosys,"1,465.00","1,426.35","1,462.65","1,451.20",11.45,0.79
Wipro,413.50,399.75,411.30,408.10,3.2,0.78
HCL Tech,967.15,942.20,963.25,957.70,5.55,0.58
Tech Mahindra,"1,033.00","1,003.50","1,029.35","1,023.85",5.5,0.54
Bajaj Auto,"3,624.90","3,529.05","3,616.95","3,603.55",13.4,0.37
M&M,"1,246.55","1,218.00","1,243.00","1,238.85",4.15,0.33
Britannia,"3,812.00","3,717.00","3,797.85","3,785.65",12.2,0.32
HUL,"2,610.70","2,542.00","2,605.60","2,599.70",5.9,0.23
SBI,533.90,522.20,530.75,530.20,0.55,0.1
Dr Reddys Labs,"4,388.00","4,320.00","4,380.00","4,376.65",3.35,0.08
Coal India,232.00,226.60,229.85,229.70,0.15,0.07
