company_name,high,low,last_price,prev_close,change,percent_gain
Power Grid Corp,215.35,205.40,214.65,204.65,10,4.89
Bharti Airtel,719.65,705.25,715.40,703.70,11.7,1.66
Grasim,"1,836.75","1,813.60","1,831.00","1,806.50",24.5,1.36
JSW Steel,686.00,672.40,682.50,674.65,7.85,1.16
Britannia,"3,624.00","3,576.50","3,605.15","3,575.65",29.5,0.83
TATA Cons. Prod,746.25,717.20,723.45,717.65,5.8,0.81
Asian Paints,"3,364.90","3,222.00","3,306.40","3,280.40",26,0.79
Coal India,168.25,163.85,165.05,163.90,1.15,0.7
Eicher Motors,"2,756.00","2,712.10","2,733.80","2,718.70",15.1,0.56
UltraTechCement,"7,559.55","7,395.00","7,465.50","7,434.40",31.1,0.42
Hero Motocorp,"2,759.25","2,696.05","2,709.45","2,699.80",9.65,0.36
IOC,125.95,124.35,125.50,125.10,0.4,0.32
Maruti Suzuki,"8,140.00","7,997.55","8,036.35","8,015.70",20.65,0.26
ICICI Bank,812.95,795.40,810.25,808.60,1.65,0.2
NTPC,136.35,134.15,134.90,134.80,0.1,0.07
