company_name,high,low,last_price,prev_close,change,percent_gain
M&M,856.00,823.35,853.25,841.10,12.15,1.44
Bajaj Finserv,"16,270.00","15,275.00","16,189.45","16,012.25",177.2,1.11
Eicher Motors,"2,730.00","2,620.05","2,725.50","2,699.00",26.5,0.98
ONGC,166.50,163.25,164.95,163.40,1.55,0.95
Hindalco,519.25,501.55,516.20,512.00,4.2,0.82
Kotak Mahindra,"1,849.10","1,790.00","1,841.75","1,827.10",14.65,0.8
HDFC,"2,462.25","2,373.15","2,453.95","2,436.80",17.15,0.7
Cipla,918.00,890.75,913.40,907.25,6.15,0.68
Hero Motocorp,"2,752.00","2,646.05","2,731.00","2,713.35",17.65,0.65
Bajaj Auto,"3,615.00","3,515.00","3,600.70","3,579.50",21.2,0.59
Britannia,"3,498.00","3,405.00","3,489.75","3,475.25",14.5,0.42
TATA Cons. Prod,716.90,690.00,715.20,713.20,2,0.28
Sun Pharma,849.00,824.60,845.80,843.85,1.95,0.23
Infosys,"1,751.00","1,691.05","1,734.35","1,730.70",3.65,0.21
Maruti Suzuki,"8,659.80","8,384.85","8,622.80","8,612.70",10.1,0.12
NTPC,132.50,127.90,132.10,131.95,0.15,0.11
Bajaj Finance,"7,036.15","6,789.00","7,011.35","7,006.35",5,0.07
Nestle,"18,193.35","17,739.65","18,111.00","18,106.10",4.9,0.03
