company_name,high,low,last_price,prev_close,change,percent_gain
Power Grid Corp,246.45,235.65,245.15,238.40,6.75,2.83
HCL Tech,"1,082.90","1,034.10","1,076.10","1,050.20",25.9,2.47
Bajaj Auto,"3,584.70","3,480.00","3,568.75","3,499.75",69,1.97
Infosys,"1,586.80","1,522.15","1,570.35","1,542.85",27.5,1.78
Divis Labs,"4,254.00","4,125.00","4,231.10","4,165.85",65.25,1.57
Maruti Suzuki,"7,424.50","7,130.00","7,360.30","7,279.25",81.05,1.11
Bajaj Finserv,"14,011.65","13,362.85","13,783.85","13,640.50",143.35,1.05
HDFC,"2,181.00","2,113.60","2,168.30","2,150.65",17.65,0.82
Bajaj Finance,"6,135.25","5,832.55","6,036.95","6,000.30",36.65,0.61
SBI Life Insura,"1,074.90","1,033.20","1,064.45","1,059.15",5.3,0.5
UltraTechCement,"6,274.90","6,115.00","6,224.60","6,200.20",24.4,0.39
Cipla,942.00,922.00,938.30,934.75,3.55,0.38
TCS,"3,456.00","3,346.85","3,445.10","3,432.60",12.5,0.36
Shree Cements,"24,187.70","23,500.05","24,058.30","23,973.65",84.65,0.35
Sun Pharma,891.40,868.05,885.40,883.30,2.1,0.24
Bharti Airtel,720.50,704.45,711.50,710.25,1.25,0.18
HDFC Bank,"1,326.50","1,295.50","1,319.85","1,317.60",2.25,0.17
M&M,901.90,875.00,895.30,893.85,1.45,0.16
Hindalco,448.55,429.50,444.10,443.75,0.35,0.08
