company_name,high,low,last_price,prev_close,change,percent_gain
TATA Cons. Prod,774.00,723.75,748.60,722.25,26.35,3.65
M&M,769.20,745.00,761.20,743.20,18,2.42
Shree Cements,"22,850.00","22,301.05","22,800.50","22,361.45",439.05,1.96
Cipla,"1,083.00","1,045.00","1,068.05","1,048.65",19.4,1.85
Maruti Suzuki,"7,620.00","7,318.00","7,420.10","7,316.75",103.35,1.41
UPL,746.00,728.55,741.00,730.75,10.25,1.4
Britannia,"3,249.00","3,181.65","3,222.85","3,185.85",37,1.16
Asian Paints,"3,032.00","2,966.00","2,987.15","2,962.80",24.35,0.82
Titan Company,"2,579.00","2,543.20","2,556.95","2,539.00",17.95,0.71
Nestle,"17,560.00","17,245.05","17,461.60","17,367.20",94.4,0.54
Tata Motors,424.20,408.00,413.65,411.70,1.95,0.47
Bharti Airtel,709.50,695.50,703.10,700.40,2.7,0.39
Bajaj Finserv,"15,950.00","15,534.05","15,708.90","15,678.50",30.4,0.19
ICICI Bank,708.10,688.00,697.35,696.15,1.2,0.17
SBI,490.50,480.65,485.85,485.15,0.7,0.14
SBI Life Insura,"1,079.35","1,060.00","1,070.55","1,069.70",0.85,0.08
Bajaj Auto,"3,494.00","3,426.35","3,454.05","3,452.55",1.5,0.04
Bajaj Finance,"6,750.00","6,605.00","6,666.55","6,665.45",1.1,0.02
